0000000,1,1000000
1000000,2,1100000
1100000,3,1110000
1110000,4,1111000
1111000,5,1111000
1111000,6,1111010
1111100,7,1111101
0000000,4,0001000
0001000,6,0001000
0001000,3,0011000
0011000,7,0011001
0000000,3,0010000
0010000,4,0012000
0012000,1,1012000
1012000,5,1012100
1012100,7,1012101
0000000,3,0010000
0010000,4,0012000
0012000,1,1012000
1012000,5,1012100
1012100,7,1012001
1012000,2,1112000
1112000,6,1112010
1112100,7,1112101
0000000,6,0000000
0000000,3,0010000
0010000,1,1010000
1010000,5,1010100
1010100,7,1010101
0000000,3,0010000
0010000,1,1010000
1010000,5,1010000
1010000,4,1011000
1011000,7,1011001
0000000,1,1000000
0000000,2,0100000
0000000,3,0010000
0000000,4,0000000
0000000,5,0000000
0000000,6,0000000
0000000,7,0000000
0000001,1,1000000
0000001,2,0100000
0000001,3,0010000
0000001,4,0000000
0000001,5,0000000
0000001,6,0000000
0000001,7,0000000
0000101,1,1000000
0000101,2,0100000
0000101,3,0010000
0000101,4,0001000
0000101,5,0000000
0000101,6,0000000
0000101,7,0000000
0000110,1,1000000
0000110,2,0100000
0000110,3,0010000
0000110,4,0001000
0000110,5,0000000
0000110,6,0000000
0000110,7,0000000
0001000,1,1001000
0001000,2,0101000
0001000,3,0011000
0001000,4,0001000
0001000,5,0001000
0001000,6,0001000
0001000,7,0001000
0001000,7,0001000
0001000,7,0001000
0001001,1,1001000
0001001,2,0101000
0001001,3,0011000
0001001,4,0001000
0001001,5,0001000
0001001,6,0001000
0001001,7,0001000
0001100,1,1001000
0001100,2,0101000
0001100,3,0011000
0001100,4,0001000
0001100,5,0001000
0001100,6,0001000
0001100,7,0001000
0001101,1,1001000
0001101,2,0101000
0001101,3,0011000
0001101,4,0001000
0001101,5,0001000
0001101,6,0001000
0001101,7,0001000
0010000,1,1010000
0010000,2,0110000
0010000,3,0010000
0010000,4,0012000
0010000,5,0010000
0010000,6,0010000
0010000,7,0010000
0010000,4,0012000
0010000,4,0011000
0010001,1,1010000
0010001,2,0110000
0010001,3,0010000
0010001,4,0011000
0010001,5,0010000
0010001,6,0010000
0010001,7,0010000
0010001,4,0012000
0010001,4,0012000
0010100,1,1010000
0010100,2,0110000
0010100,3,0010000
0010100,4,0011000
0010100,5,0010000
0010100,6,0010000
0010100,7,0010000
0010100,4,1012000
0010100,4,1012000
0010101,1,1010000
0010101,2,0110000
0010101,3,0010000
0010101,4,0011000
0010101,5,0010000
0010101,6,0010000
0010101,7,0010000
0010101,4,1012000
0010101,4,1012000
0011000,1,1011000
0011000,2,0111000
0011000,3,0011000
0011000,4,0011000
0011000,5,0011000
0011000,6,0011000
0011000,7,0011001
0011000,7,0011000
0011000,7,0011001
0011001,1,1011000
0011001,2,0111000
0011001,3,0011000
0011001,4,0011000
0011001,5,0011000
0011001,6,0011000
0011001,7,0011001
0011001,7,0011001
0011001,7,0011000
0100000,1,1100000
0100000,2,0100000
0100000,3,0110000
0100000,4,0101000
0100000,5,0100000
0100000,6,0100000
0100000,7,0100000
0100001,1,1100000
0100001,2,0100000
0100001,3,0110000
0100001,4,0101000
0100001,5,0100000
0100001,6,0100000
0100001,7,0100000
0100100,1,1100000
0100100,2,0100000
0100100,3,0110000
0100100,4,0101000
0100100,5,0100000
0100100,6,0100000
0100100,7,0100000
0100101,1,1100000
0100101,2,0100000
0100101,3,0110000
0100101,4,0101000
0100101,5,0100000
0100101,6,0100000
0100101,7,0100000
1010000,1,1010000
1010000,2,1110000
1010000,3,1010000
1010000,4,1011000
1010000,5,1010100
1010000,6,1010000
1010000,7,1010000
1010000,4,1011000
1010000,4,1012000
1010000,5,1010100
1010000,5,1010000
1010001,1,1010000
1010001,2,1110000
1010001,3,1010000
1010001,4,1011000
1010001,5,1010100
1010001,6,1010000
1010001,7,1010000
1010001,4,1011000
1010001,4,1012000
1011000,1,1011000
1011000,2,1111000
1011000,3,1011000
1011000,4,1011000
1011000,5,1011100
1011000,6,1011000
1011000,7,1011001
1011000,7,1011000
1011000,7,1011001
1011001,1,1011000
1011001,2,1111000
1011001,3,1011000
1011001,4,1011000
1011001,5,1011100
1011001,6,1011000
1011001,7,1011001
1011110,1,1011100
1011110,2,1111100
1011110,3,1011100
1011110,4,1011100
1011110,5,1011100
1011110,6,1011100
1011110,7,1011101
1011110,7,1011101
1011110,7,1011000
1100000,1,1100000
1100000,2,1100000
1100000,3,1110000
1100000,4,1101000
1100000,5,1100000
1100000,6,1100000
1100000,7,1100000
1100001,1,1100000
1100001,2,1100000
1100001,3,1110000
1100001,4,1101000
1100001,5,1100000
1100001,6,1100000
1100001,7,1100000
1100100,1,1100000
1100100,2,1100000
1100100,3,1110000
1100100,4,1101000
1100100,5,1100000
1100100,6,1100000
1100100,7,1100000
1100101,1,1100000
1100101,2,1100000
1100101,3,1110000
1100101,4,1101000
1100101,5,1100000
1100101,6,1100000
1100101,7,1100000
1101000,1,1101000
1101000,2,1101000
1101000,3,1111000
1101000,4,1101000
1101000,5,1101000
1101000,6,1101000
1101000,7,1101001
1101000,7,1101001
1101000,7,1101001
1101000,7,1101000
1101001,1,1101000
1101001,2,1101000
1101001,3,1111000
1101001,4,1101000
1101001,5,1101000
1101001,6,1101000
1101001,7,1101000
1101100,1,1101000
1101100,2,1101000
1101100,3,1111000
1101100,4,1101000
1101100,5,1101000
1101100,6,1101000
1101100,7,1101000
1101101,1,1101000
1101101,2,1101000
1101101,3,1111000
1101101,4,1101000
1101101,5,1101000
1101101,6,1101000
1101101,7,1101000
1110000,1,1110000
1110000,2,1110000
1110000,3,1110000
1110000,4,1111000
1110000,5,1110100
1110000,6,1110110
1110000,7,1110000
1110000,4,1112000
1110000,4,1112000
1110000,6,1110010
1110000,6,1110000
1110001,1,1110000
1110001,2,1110000
1110001,3,1110000
1110001,4,1111000
1110001,5,1110100
1110001,6,1110110
1110001,7,1110000
1110001,4,1112000
1110001,4,1112000
1110001,6,1110010
1110001,6,1110000
1110100,1,1110100
1110100,2,1110100
1110100,3,1110100
1110100,4,1111100
1110100,5,1110100
1110100,6,1110110
1110100,7,1110101
1110100,7,1110101
1110100,7,1110101
1110100,7,1110101
1110100,7,1110100
1111000,1,1111000
1111000,2,1111000
1111000,3,1111000
1111000,4,1111000
1111000,5,1111100
1111000,6,1111010
1111000,7,1111000
1111000,5,1111100
1111000,6,1111010
1111000,5,1111100
1111000,6,1111010
1111000,5,1111000
1111000,6,1111000
1111000,5,1111100
1111000,6,1111010
1111000,5,1111100
1111000,6,1111010
1111001,1,1111001
1111001,2,1111001
1111001,3,1111001
1111001,4,1111001
1111001,5,1111100
1111001,6,1111010
1111001,7,1111000
1111001,5,1111100
1111001,6,1111010
1111001,5,1111100
1111001,6,1111010
1111001,5,1111000
1111001,6,1111000
1111001,5,1111100
1111001,6,1111010
1111001,5,1111100
1111001,6,1111010
1111100,1,1111100
1111100,2,1111100
1111100,3,1111100
1111100,4,1111100
1111100,5,1111100
1111100,6,1111110
1111100,7,1111101
1111100,7,1111101
1111100,7,1111101
1111100,7,1111101
1111100,7,1111101
1111100,7,1111101
1111100,7,1111101
1111100,7,1111100
0011100,1,1011000
0011100,2,0111000
0011100,3,0011000
0011100,4,0011000
0011100,5,0011000
0011100,6,0011000
0011100,7,0011001
0011100,7,0011001
0011100,7,0011000
0011101,1,1011000
0011101,2,0111000
0011101,3,0011000
0011101,4,0011000
0011101,5,0011000
0011101,6,0011000
0011101,7,0011001
0011101,7,0011001
0011101,7,0011000
0101000,1,1101000
0101000,2,0101000
0101000,3,0111000
0101000,4,0101000
0101000,5,0101000
0101000,6,0101000
0101000,7,0101000
0101000,7,0101000
0101000,7,0101000
0101000,7,0101000
0101001,1,1101000
0101001,2,0101000
0101001,3,0111000
0101001,4,0101000
0101001,5,0101000
0101001,6,0101000
0101001,7,0101000
0101001,7,0101000
0101001,7,0101000
0101001,7,0101000
0101100,1,1101000
0101100,2,0101000
0101100,3,0111000
0101100,4,0101000
0101100,5,0101000
0101100,6,0100000
0101100,7,0101100
0101101,1,1101000
0101101,2,0101000
0101101,3,0111000
0101101,4,0101000
0101101,5,0101000
0101101,6,0101000
0101101,7,0101000
1010100,1,1010100
1010100,2,1110100
1010100,3,1010100
1010100,4,1011100
1010100,5,1010100
1010100,6,1010100
1010100,7,1010101
1010100,4,1012100
1010100,4,1012100
1010100,7,1010101
1010100,7,1010101
1010100,7,1010100
1001000,1,1001000
1001000,2,1101000
1001000,3,1011000
1001000,4,1001000
1001000,5,1001000
1001000,6,1001000
1001000,2,1101000
1001000,7,1001000
1001100,1,1001000
1001100,2,1101000
1001100,3,1011000
1001100,4,1001000
1001100,5,1001000
1001100,6,1001000
1001100,2,1101000
1001100,7,1001000
1001101,1,1001000
1001101,2,1101000
1001101,3,1011000
1001101,4,1001000
1001101,5,1001000
1001101,6,1001000
1001101,7,1001000
0110000,1,1110000
0110000,2,0110000
0110000,3,0110000
0110000,4,0111000
0110000,4,0111000
0110000,4,0112000
0110000,4,0112000
0110000,5,0110000
0110000,6,0110010
0110000,6,0110010
0110000,6,0110010
0110000,6,0110000
0110000,7,0110000
0111000,1,1111000
0111000,2,0111000
0111000,3,0111000
0111000,4,0111000
0111000,5,0111000
0111000,6,0111010
0111000,6,0111010
0111000,6,0111010
0111000,6,0111000
0111000,7,0111000
1110002,1,1110000
1110002,2,1110000
1110002,3,1110000
1110002,4,1111000
1110002,4,1112000
1110002,4,1112000
1110002,5,1110100
1110002,5,1110100
1110002,5,1110000
1110002,6,1110010
1110002,6,1110010
1110002,6,1110000
1110002,7,1110000
1111002,1,1111000
1111002,2,1111000
1111002,3,1111000
1111002,4,1111000
1111002,5,1111000
1111002,6,1111000
1111002,7,1111000
0111100,1,1111000
0111100,2,0111000
0111100,3,0111000
0111100,4,0111000
0111100,5,0111000
0111100,6,0111010
0111100,7,0111001
0111100,7,0111001
0111100,7,0111000
0112000,1,1112000
0112000,2,0112000
0112000,3,0112000
0112000,4,0112000
0112000,5,0112000
0112000,6,0112010
0112000,6,0112010
0112000,6,0112010
0112000,6,0112000
0112000,7,0112000
0110100,1,1110000
0110100,2,0110000
0110100,3,0110000
0110100,4,0111000
0110100,4,0112000
0110100,4,0112000
0110100,5,0110000
0110100,6,0110010
0110100,6,0110010
0110100,6,0110000
0110100,7,0110000
0110100,7,0110000
0110002,1,1110000
0110002,2,0110000
0110002,3,0110000
0110002,4,0111000
0110002,4,0112000
0110002,4,0112000
0110002,5,0110000
0110002,6,0110000
0110002,7,0110000
0112100,2,0112000
0112100,3,0112000
0112100,4,0112000
0112100,5,0112000
0112100,6,0112010
0112100,7,0112000
0112100,7,0112000
0112100,7,0112000
0112100,1,1112100
0000010,1,1000000
0000010,2,0100000
0000010,3,0010000
0000010,4,0000000
0000010,5,0000000
0000010,6,0000000
0000010,7,0000000
0000011,1,1000000
0000001,2,0100000
0000001,3,0010000
0000001,4,0000000
0000001,5,0000000
0000001,6,0000000
0000001,7,0000000
0000111,1,1000000
0000111,2,0100000
0000111,3,0010000
0000111,4,0001000
0000111,5,0000000
0000111,6,0000000
0000111,7,0000000
0000100,1,1000000
0000100,2,0100000
0000100,3,0010000
0000100,4,0001000
0000100,5,0000000
0000100,6,0000000
0000100,7,0000000
0001010,1,1001000
0001010,2,0101000
0001010,3,0011000
0001010,4,0001000
0001010,5,0001000
0001010,6,0001000
0001010,7,0001000
0001010,7,0001000
0001010,7,0001000
0001011,1,1001000
0001011,2,0101000
0001011,3,0011000
0001011,4,0001000
0001011,5,0001000
0001011,6,0001000
0001011,7,0001000
0001110,1,1001100
0001110,2,0101000
0001110,3,0011000
0001110,4,0001000
0001110,5,0001000
0001110,6,0001000
0001110,7,0001000
0001111,1,1001000
0001111,2,0101000
0001111,3,0011000
0001111,4,0001000
0001111,5,0001000
0001111,6,0001000
0001111,7,0001000
0010010,1,1010000
0010010,2,0110000
0010010,3,0010000
0010010,4,0012000
0010010,5,0010000
0010010,6,0010000
